cust_code,cust_price_sensitivity,cust_lifestage
CUST0000257902,Up Market,
CUST0000189276,Mid Market,Other
CUST0000398567,Mid Market,Young Adults
CUST0000062146,unclassified,Young Adults
CUST0000244913,Up Market,Young Families
CUST0000040788,Up Market,Young Adults
CUST0000708550,Less Affluent,Pensioners
CUST0000599366,Less Affluent,Other
CUST0000938527,unclassified,Young Adults
CUST0000558367,unclassified,Young Families
CUST0000166268,Mid Market,Young Adults
CUST0000046755,Less Affluent,
CUST0000785475,Up Market,Other
CUST0000348775,Mid Market,Young Adults
CUST0000490071,Less Affluent,
CUST0000017545,Mid Market,Older Adults
CUST0000822549,Mid Market,Other
CUST0000102383,Up Market,Young Adults
CUST0000902596,Less Affluent,Young Adults
CUST0000963716,Up Market,Other
CUST0000259680,Mid Market,Pensioners
CUST0000128997,Up Market,Young Adults
CUST0000258842,Mid Market,Young Adults
CUST0000225582,Mid Market,Other
CUST0000985355,Less Affluent,Other
CUST0000456347,Up Market,Young Families
CUST0000920638,Up Market,Pensioners
CUST0000063103,Mid Market,
CUST0000774006,Mid Market,
CUST0000835390,Up Market,
CUST0000348054,Up Market,Young Adults
CUST0000874452,Less Affluent,Other
CUST0000364544,Up Market,Other
CUST0000642749,Up Market,Young Adults
CUST0000826238,unclassified,Young Adults
CUST0000261175,Less Affluent,
CUST0000061162,Up Market,Pensioners
CUST0000497338,Mid Market,Older Adults
CUST0000177169,Mid Market,
CUST0000120214,Less Affluent,Other
CUST0000726888,Up Market,Young Adults
CUST0000520937,Mid Market,Pensioners
CUST0000722790,Up Market,
CUST0000787465,Up Market,
CUST0000886425,Less Affluent,
CUST0000682663,Less Affluent,Other
CUST0000062891,Mid Market,
CUST0000446479,Mid Market,Other
CUST0000228941,Up Market,Older Adults
CUST0000696851,Mid Market,Young Families
CUST0000122093,Up Market,Pensioners
CUST0000043417,Mid Market,Pensioners
CUST0000102869,Mid Market,Other
CUST0000984094,Up Market,Pensioners
CUST0000154806,Mid Market,Older Adults
CUST0000326357,Up Market,Young Adults
CUST0000306168,Less Affluent,Pensioners
CUST0000697113,Up Market,Other
CUST0000943524,Mid Market,Pensioners
CUST0000590653,Less Affluent,Young Families
CUST0000386711,Less Affluent,Older Adults
CUST0000730199,Less Affluent,
CUST0000865834,Mid Market,Young Adults
CUST0000403381,Up Market,Other
CUST0000071264,Mid Market,
CUST0000426328,Less Affluent,Pensioners
CUST0000772274,Mid Market,Young Families
CUST0000808041,Mid Market,Older Families
CUST0000764276,Up Market,Young Families
CUST0000789075,Less Affluent,Young Families
CUST0000302781,Less Affluent,Other
CUST0000677237,Mid Market,
CUST0000115629,Mid Market,Other
CUST0000794432,Up Market,Older Adults
CUST0000154831,Less Affluent,Older Adults
CUST0000393547,Up Market,Other
CUST0000458243,Up Market,
CUST0000521438,Up Market,Older Adults
CUST0000349837,Mid Market,Other
CUST0000371354,Mid Market,Young Families
CUST0000246921,Less Affluent,Other
CUST0000641059,Less Affluent,Other
CUST0000198011,Mid Market,Older Adults
CUST0000296012,Mid Market,Older Adults
CUST0000552149,Less Affluent,Other
CUST0000290774,unclassified,Young Adults
CUST0000201981,Mid Market,Pensioners
CUST0000430124,Mid Market,Young Families
CUST0000201287,unclassified,Other
CUST0000223968,Up Market,Young Families
CUST0000261258,Mid Market,Young Adults
CUST0000366585,Up Market,Other
CUST0000049621,Less Affluent,Young Families
CUST0000500474,Mid Market,Pensioners
CUST0000848908,Up Market,Other
CUST0000950087,Up Market,Young Families
CUST0000761326,Mid Market,Young Families
CUST0000140438,Up Market,Young Adults
CUST0000195740,Less Affluent,Other
CUST0000874276,Mid Market,Older Families
CUST0000246289,Up Market,Pensioners
CUST0000873031,Less Affluent,Other
CUST0000971298,Mid Market,Young Adults
CUST0000954589,Up Market,Older Adults
CUST0000019337,unclassified,Other
CUST0000514601,Mid Market,Other
CUST0000669138,Mid Market,Young Families
CUST0000787036,Less Affluent,Other
CUST0000520652,Up Market,Other
CUST0000948955,Mid Market,Older Families
CUST0000866869,Less Affluent,Young Families
CUST0000763659,Less Affluent,Other
CUST0000291957,Mid Market,Young Families
CUST0000418743,Mid Market,Other
CUST0000468430,Less Affluent,Other
CUST0000730476,Mid Market,Other
CUST0000915794,Mid Market,Other
CUST0000196385,Mid Market,Young Adults
CUST0000674288,Less Affluent,Young Families
CUST0000366612,Mid Market,Young Families
CUST0000670736,Mid Market,Young Families
CUST0000153446,Mid Market,Other
CUST0000352126,Up Market,
CUST0000622531,Less Affluent,Other
CUST0000588390,Mid Market,Other
CUST0000916716,Up Market,Other
CUST0000899518,Less Affluent,Older Families
CUST0000724998,Up Market,Young Families
CUST0000943456,Up Market,
CUST0000008112,unclassified,Other
CUST0000668209,Up Market,
CUST0000066423,Mid Market,Pensioners
CUST0000282411,Mid Market,Young Adults
CUST0000042133,Mid Market,Young Families
CUST0000404696,Mid Market,Other
CUST0000034450,Up Market,Young Families
CUST0000645135,Less Affluent,Other
CUST0000408527,Less Affluent,Other
CUST0000561099,Up Market,Young Adults
CUST0000496531,Less Affluent,Other
CUST0000274137,Mid Market,Young Adults
CUST0000431167,Less Affluent,Young Adults
CUST0000562988,Mid Market,Older Adults
CUST0000037150,Up Market,Other
CUST0000220920,Up Market,Other
CUST0000729397,Mid Market,Young Adults
CUST0000990401,Up Market,Other
CUST0000673197,Mid Market,Other
CUST0000062082,unclassified,Pensioners
CUST0000574199,Mid Market,Other
CUST0000901312,Up Market,Older Adults
CUST0000659009,Mid Market,Other
CUST0000974910,unclassified,Other
CUST0000976529,Less Affluent,Young Families
CUST0000896113,Up Market,Older Families
CUST0000412870,Mid Market,Young Families
CUST0000360289,Mid Market,
CUST0000455620,Up Market,
CUST0000178093,unclassified,Older Families
CUST0000952727,Up Market,Older Adults
CUST0000990077,Less Affluent,Other
CUST0000444343,Mid Market,
CUST0000361169,Less Affluent,Young Families
CUST0000621694,Up Market,Other
CUST0000268207,Less Affluent,
CUST0000949963,Up Market,Young Families
CUST0000678391,Up Market,Other
CUST0000495649,unclassified,Other
CUST0000678277,Mid Market,
CUST0000577947,Mid Market,Young Adults
CUST0000858529,Less Affluent,Older Families
CUST0000055396,Up Market,Other
CUST0000458602,Up Market,Pensioners
CUST0000506875,unclassified,Pensioners
CUST0000445623,Less Affluent,Other
CUST0000100865,Mid Market,Young Families
CUST0000875803,Less Affluent,Other
CUST0000822648,Mid Market,
CUST0000971158,Mid Market,Young Families
CUST0000047889,Mid Market,Other
CUST0000464275,Less Affluent,Young Adults
CUST0000909290,Up Market,Other
CUST0000832277,Less Affluent,Other
CUST0000445856,Less Affluent,Older Adults
CUST0000020029,Mid Market,Older Adults
CUST0000013725,Up Market,Other
CUST0000303755,Up Market,Young Adults
CUST0000276333,Less Affluent,
CUST0000196396,Up Market,Young Adults
CUST0000028627,Less Affluent,Older Adults
CUST0000958757,Up Market,
CUST0000407176,Less Affluent,Other
CUST0000375074,Less Affluent,Pensioners
CUST0000501713,Mid Market,Pensioners
CUST0000805651,Less Affluent,Older Families
CUST0000479003,Less Affluent,
CUST0000179265,Less Affluent,Other
CUST0000817281,Up Market,Other
CUST0000935271,Up Market,Older Adults
CUST0000722945,Less Affluent,Other
CUST0000567454,Mid Market,Other
CUST0000404601,Up Market,Pensioners
CUST0000772385,Up Market,Other
CUST0000559052,Less Affluent,Older Adults
CUST0000395437,Less Affluent,Older Families
CUST0000726295,Less Affluent,Pensioners
CUST0000150295,Mid Market,Older Adults
CUST0000861304,Less Affluent,Older Adults
CUST0000641510,Less Affluent,Young Adults
CUST0000274070,Up Market,Young Adults
CUST0000046773,Mid Market,Other
CUST0000806489,Up Market,Young Families
CUST0000114208,Mid Market,Young Families
CUST0000059541,Up Market,Other
CUST0000527347,Up Market,Young Adults
CUST0000400678,Mid Market,Young Families
CUST0000441420,Mid Market,Other
CUST0000412559,Up Market,Young Adults
CUST0000206190,Mid Market,Young Adults
CUST0000863169,Up Market,
CUST0000353655,Mid Market,Other
CUST0000525274,Up Market,Other
CUST0000038037,unclassified,
CUST0000988538,Up Market,Other
CUST0000876718,Up Market,Young Adults
CUST0000589818,Up Market,Older Adults
CUST0000183093,Less Affluent,Pensioners
CUST0000272425,Mid Market,
CUST0000919884,Mid Market,Pensioners
CUST0000158576,Mid Market,Pensioners
CUST0000121492,Mid Market,Young Families
CUST0000685699,Mid Market,Young Adults
CUST0000892936,Mid Market,Other
CUST0000628773,Mid Market,Other
CUST0000585013,Up Market,Older Adults
CUST0000405053,unclassified,Other
CUST0000369298,Mid Market,Pensioners
CUST0000258485,Less Affluent,Young Families
CUST0000982560,Mid Market,Other
CUST0000361038,Up Market,Pensioners
CUST0000308575,Up Market,Other
CUST0000129034,Mid Market,Young Adults
CUST0000095712,Less Affluent,Other
CUST0000765740,Mid Market,
CUST0000491938,Up Market,Other
CUST0000373894,Mid Market,Young Families
CUST0000039924,Up Market,Other
CUST0000604366,Up Market,Other
CUST0000283803,Less Affluent,Other
CUST0000768294,Mid Market,Older Adults
CUST0000132577,Up Market,Young Families
CUST0000171760,Up Market,Other
CUST0000531338,Up Market,Pensioners
CUST0000559848,Less Affluent,
CUST0000892068,Less Affluent,Young Adults
CUST0000892572,unclassified,Young Families
CUST0000060707,Less Affluent,Pensioners
CUST0000872317,Up Market,Other
CUST0000327790,Mid Market,Other
CUST0000894701,Mid Market,Other
CUST0000093216,Up Market,Older Families
CUST0000897274,Up Market,Young Adults
CUST0000555791,Up Market,Young Adults
CUST0000326951,Less Affluent,Other
CUST0000406979,Mid Market,Other
CUST0000438700,Less Affluent,Other
CUST0000835270,Less Affluent,
CUST0000301267,Up Market,Other
CUST0000576033,Mid Market,Other
CUST0000178690,Up Market,Young Adults
CUST0000503754,Mid Market,Other
CUST0000520211,Mid Market,Older Adults
CUST0000852365,Mid Market,Older Adults
CUST0000634199,Mid Market,
CUST0000099557,Up Market,Young Adults
CUST0000389739,Mid Market,Other
CUST0000660742,Mid Market,Young Adults
CUST0000861555,Less Affluent,Young Families
CUST0000695535,Less Affluent,Older Adults
CUST0000291432,Up Market,Other
CUST0000683937,Mid Market,
CUST0000913505,Mid Market,Other
CUST0000330389,Less Affluent,Pensioners
CUST0000356138,Mid Market,Other
CUST0000154813,unclassified,Other
CUST0000117777,Up Market,Pensioners
CUST0000688474,unclassified,Older Adults
CUST0000991337,Up Market,Other
CUST0000571895,Less Affluent,Older Families
CUST0000011232,Up Market,Young Adults
CUST0000001148,Up Market,Young Adults
CUST0000296379,Mid Market,Other
CUST0000644243,Mid Market,Pensioners
CUST0000345373,Less Affluent,Other
CUST0000234511,Up Market,Young Families
CUST0000306198,Mid Market,Other
CUST0000495556,Mid Market,Other
CUST0000212093,unclassified,
CUST0000366451,Up Market,Older Adults
CUST0000316344,Mid Market,Young Families
CUST0000163212,Mid Market,Other
CUST0000903105,Less Affluent,Pensioners
CUST0000794394,Mid Market,Young Adults
CUST0000717402,Less Affluent,Other
CUST0000378677,Mid Market,Older Adults
CUST0000145641,Up Market,Young Adults
CUST0000396231,Up Market,Young Families
CUST0000357913,Less Affluent,Older Families
CUST0000698121,Up Market,Other
CUST0000405240,Mid Market,Other
CUST0000028030,unclassified,Other
CUST0000334951,Mid Market,Other
CUST0000243706,unclassified,Pensioners
CUST0000055631,unclassified,
CUST0000152233,Less Affluent,Young Families
CUST0000267570,Mid Market,Older Adults
CUST0000373003,Mid Market,Young Adults
CUST0000194547,Mid Market,Older Adults
CUST0000534958,Less Affluent,
CUST0000757371,Less Affluent,
CUST0000777126,Less Affluent,Pensioners
CUST0000486257,Mid Market,Older Adults
CUST0000947049,Up Market,Young Adults
CUST0000406818,Less Affluent,Young Families
CUST0000275436,Less Affluent,Young Families
CUST0000883751,Less Affluent,Older Adults
CUST0000013461,Less Affluent,Other
CUST0000100914,Less Affluent,Other
CUST0000270350,Mid Market,Pensioners
CUST0000549332,Less Affluent,Other
CUST0000548601,Less Affluent,Pensioners
CUST0000143857,Less Affluent,
CUST0000602766,Up Market,Young Families
CUST0000034023,Mid Market,Young Families
CUST0000008640,Mid Market,Other
CUST0000161286,Mid Market,Pensioners
CUST0000364031,Up Market,Other
CUST0000586117,Up Market,Pensioners
CUST0000326502,Mid Market,Young Adults
CUST0000969237,Mid Market,Other
CUST0000665227,Mid Market,Other
CUST0000643960,unclassified,Other
CUST0000797981,Less Affluent,Other
CUST0000844759,Mid Market,Pensioners
CUST0000623801,Less Affluent,Other
CUST0000472833,Up Market,
CUST0000018830,Mid Market,Pensioners
CUST0000222318,Less Affluent,Young Families
CUST0000448995,Less Affluent,Young Adults
CUST0000551216,Up Market,Other
CUST0000594734,unclassified,Pensioners
CUST0000154180,Less Affluent,Other
CUST0000196121,Mid Market,Other
CUST0000803106,Mid Market,
CUST0000670118,Mid Market,Pensioners
CUST0000216551,Less Affluent,Young Families
CUST0000778176,unclassified,Other
CUST0000024653,Up Market,Older Adults
CUST0000734637,Up Market,Other
CUST0000326784,Up Market,Other
CUST0000828846,Up Market,Young Adults
CUST0000713934,Mid Market,Pensioners
CUST0000240613,Mid Market,Other
CUST0000899895,unclassified,Young Adults
CUST0000032568,Mid Market,
CUST0000718427,Mid Market,Other
CUST0000878470,Up Market,Young Adults
CUST0000883983,Mid Market,Young Families
CUST0000366903,Mid Market,Young Families
CUST0000157638,Up Market,Other
CUST0000799729,unclassified,Other
CUST0000589724,Mid Market,Other
CUST0000564834,Mid Market,Older Adults
CUST0000044201,Mid Market,Other
CUST0000941769,Up Market,
CUST0000995942,unclassified,Other
CUST0000870653,Up Market,Young Adults
CUST0000242769,Mid Market,Other
CUST0000521752,Mid Market,Other
CUST0000969302,Mid Market,Other
CUST0000365846,Mid Market,Young Adults
CUST0000607616,Up Market,Other
CUST0000457031,Less Affluent,Other
CUST0000537006,Up Market,Older Adults
CUST0000573324,Less Affluent,Older Families
CUST0000583299,Mid Market,Young Families
CUST0000398539,unclassified,Other
CUST0000090867,unclassified,
CUST0000146488,Mid Market,Older Adults
CUST0000051933,Less Affluent,Older Adults
CUST0000884608,unclassified,Older Adults
CUST0000448360,Mid Market,Other
CUST0000671743,Mid Market,Other
CUST0000457391,unclassified,Young Adults
CUST0000125548,Mid Market,Other
CUST0000014944,unclassified,Other
CUST0000614846,Less Affluent,Young Families
CUST0000449312,Less Affluent,Older Adults
CUST0000332648,Up Market,Other
CUST0000338923,Less Affluent,
CUST0000026732,Mid Market,Pensioners
CUST0000098775,Up Market,Other
CUST0000005739,Mid Market,Young Adults
CUST0000308121,unclassified,Other
CUST0000729097,Mid Market,Other
CUST0000659351,Mid Market,Older Adults
CUST0000285663,Less Affluent,
CUST0000721005,Mid Market,Young Adults
CUST0000109701,Mid Market,Other
CUST0000792017,Less Affluent,Other
CUST0000951558,Less Affluent,Pensioners
CUST0000788031,Less Affluent,Other
CUST0000033514,Less Affluent,Older Adults
CUST0000178820,Up Market,Other
CUST0000040270,Up Market,Pensioners
CUST0000557102,Mid Market,Young Adults
CUST0000748260,unclassified,Other
CUST0000755734,Mid Market,Older Adults
CUST0000727779,Up Market,
CUST0000030374,Mid Market,Young Families
CUST0000688346,Less Affluent,Older Families
CUST0000495733,Up Market,Older Families
CUST0000168178,Mid Market,Young Adults
CUST0000088904,Mid Market,Other
CUST0000360223,Mid Market,Older Adults
CUST0000227265,Mid Market,
CUST0000643423,Up Market,Other
CUST0000916506,unclassified,Other
CUST0000129804,unclassified,Other
CUST0000900382,Less Affluent,Pensioners
CUST0000159864,Less Affluent,Other
CUST0000914107,Up Market,
CUST0000544964,Mid Market,Other
CUST0000135514,Mid Market,Young Adults
CUST0000138040,Mid Market,Other
CUST0000371044,unclassified,Other
CUST0000022415,Mid Market,Other
CUST0000716219,Less Affluent,Other
CUST0000470325,Less Affluent,
CUST0000463571,Up Market,Other
CUST0000199253,Up Market,Other
CUST0000560332,Mid Market,Other
CUST0000759622,Mid Market,Other
CUST0000107151,Up Market,Young Adults
CUST0000977193,Less Affluent,Other
CUST0000728918,Less Affluent,Other
CUST0000036781,Up Market,Other
CUST0000915346,Up Market,Other
CUST0000110356,Less Affluent,Young Families
CUST0000276154,Mid Market,
CUST0000395732,Up Market,Young Adults
CUST0000871609,Up Market,Older Adults
CUST0000240185,Up Market,Other
CUST0000105586,Up Market,Other
CUST0000908339,Less Affluent,Other
CUST0000591774,Mid Market,Pensioners
CUST0000393638,Up Market,Pensioners
CUST0000340033,Up Market,Young Adults
CUST0000998017,Less Affluent,Other
CUST0000495595,Less Affluent,Pensioners
CUST0000559823,Mid Market,
CUST0000421869,Less Affluent,Older Adults
CUST0000142399,unclassified,Other
CUST0000076787,Mid Market,Pensioners
CUST0000729516,Mid Market,Other
CUST0000315792,Up Market,Pensioners
CUST0000392574,Up Market,Other
CUST0000223618,Mid Market,Other
CUST0000692058,Mid Market,Other
CUST0000824641,Up Market,Young Families
CUST0000267726,Up Market,Other
CUST0000633336,Up Market,
CUST0000248441,Less Affluent,Other
CUST0000246911,unclassified,Young Families
CUST0000786966,unclassified,Young Adults
CUST0000545553,Up Market,Other
CUST0000881571,unclassified,Other
CUST0000060094,Mid Market,Young Adults
CUST0000103039,Less Affluent,Pensioners
CUST0000985648,Less Affluent,
CUST0000566711,Less Affluent,Older Families
CUST0000146061,Up Market,Other
CUST0000733822,Mid Market,Other
CUST0000091090,Up Market,Other
CUST0000865213,Mid Market,Other
CUST0000842003,Up Market,Other
CUST0000980779,Up Market,Young Families
CUST0000311051,Less Affluent,Pensioners
CUST0000632761,Up Market,Other
CUST0000731373,Mid Market,Pensioners
CUST0000545486,Less Affluent,Pensioners
CUST0000062382,Up Market,Older Adults
CUST0000682120,Mid Market,Young Families
CUST0000067848,unclassified,Other
CUST0000582064,Less Affluent,
CUST0000310844,Mid Market,Other
CUST0000364039,Mid Market,
CUST0000270628,Mid Market,Young Adults
CUST0000131091,Mid Market,Young Families
CUST0000318306,Up Market,Other
CUST0000996890,Mid Market,Older Adults
CUST0000018190,Up Market,Older Adults
CUST0000088620,Mid Market,Other
CUST0000930614,Less Affluent,Older Adults
CUST0000107770,Up Market,Other
CUST0000853281,Mid Market,Older Adults
CUST0000882756,Mid Market,Young Adults
CUST0000570805,Mid Market,Other
CUST0000053339,Mid Market,Older Families
CUST0000146867,Mid Market,
CUST0000926320,unclassified,Pensioners
CUST0000464084,Up Market,
CUST0000568005,Less Affluent,Young Families
CUST0000425172,Mid Market,Other
CUST0000867806,Mid Market,Other
CUST0000586590,Up Market,Older Families
CUST0000965597,Up Market,Other
CUST0000784547,Up Market,Pensioners
CUST0000287772,Up Market,Other
CUST0000759306,unclassified,Other
CUST0000740535,unclassified,Other
CUST0000377358,Less Affluent,Young Adults
CUST0000161885,Mid Market,Pensioners
CUST0000711881,Less Affluent,Older Families
CUST0000536422,Less Affluent,Other
CUST0000735379,Up Market,Older Adults
CUST0000360110,Up Market,Young Families
CUST0000666447,Mid Market,Other
CUST0000505515,Less Affluent,Young Families
CUST0000896027,Less Affluent,Other
CUST0000125091,Up Market,Young Families
CUST0000853933,Up Market,Other
CUST0000705963,Less Affluent,
CUST0000856241,Mid Market,Other
CUST0000352544,Mid Market,Other
CUST0000455781,Mid Market,Other
CUST0000490525,Up Market,Other
CUST0000106770,Mid Market,Young Families
CUST0000832827,Less Affluent,Other
CUST0000987979,Less Affluent,
CUST0000490446,Mid Market,Pensioners
CUST0000793281,Mid Market,Young Families
CUST0000272904,Mid Market,Other
CUST0000805536,Mid Market,Young Adults
CUST0000604610,Up Market,Pensioners
CUST0000301201,unclassified,Other
CUST0000297249,unclassified,Other
CUST0000095091,Mid Market,Young Families
CUST0000788532,Mid Market,Older Adults
CUST0000733897,Mid Market,Young Families
CUST0000162536,Less Affluent,Other
CUST0000120143,Up Market,Other
CUST0000205018,Mid Market,Other
CUST0000890637,Mid Market,Pensioners
CUST0000128185,Up Market,Older Adults
CUST0000774924,Up Market,Young Adults
CUST0000676746,Less Affluent,Young Adults
CUST0000541731,Mid Market,Young Adults
CUST0000165473,Up Market,Young Families
CUST0000665049,Up Market,Young Adults
CUST0000318790,Less Affluent,
CUST0000813956,Up Market,
CUST0000282652,Up Market,Young Adults
CUST0000547921,Less Affluent,Young Adults
CUST0000538580,Mid Market,Other
CUST0000599314,Up Market,Other
CUST0000008879,Less Affluent,Other
CUST0000664767,Less Affluent,Older Adults
CUST0000851830,Up Market,Other
CUST0000422099,Less Affluent,Other
CUST0000462264,Mid Market,Other
CUST0000160617,unclassified,Other
CUST0000992272,Mid Market,Other
CUST0000510375,Mid Market,Young Families
CUST0000945336,Mid Market,
CUST0000603826,unclassified,Other
CUST0000087799,Up Market,Older Adults
CUST0000440643,Mid Market,Other
CUST0000247029,Less Affluent,Other
CUST0000209646,Mid Market,Other
CUST0000711617,Less Affluent,Other
CUST0000259504,Less Affluent,Other
CUST0000097667,Up Market,Other
CUST0000646404,Mid Market,Young Adults
CUST0000229599,Less Affluent,Young Families
CUST0000194560,unclassified,Other
CUST0000484399,unclassified,Other
CUST0000976731,Less Affluent,Young Families
CUST0000866601,Up Market,Young Families
CUST0000725725,Mid Market,Young Adults
CUST0000619015,Less Affluent,Other
CUST0000552278,Less Affluent,Other
CUST0000247910,Mid Market,Pensioners
CUST0000165033,Up Market,Young Adults
CUST0000598853,unclassified,Other
CUST0000404913,unclassified,Other
CUST0000606154,Mid Market,Other
CUST0000784166,Less Affluent,Other
CUST0000265582,Up Market,
CUST0000386827,Less Affluent,Young Families
CUST0000840471,unclassified,Older Adults
CUST0000141094,Less Affluent,Older Adults
CUST0000481776,unclassified,Other
CUST0000234065,Up Market,Other
CUST0000798688,Mid Market,Pensioners
CUST0000491140,Less Affluent,Other
CUST0000227398,Up Market,
CUST0000530394,Up Market,Young Adults
CUST0000993466,Mid Market,Young Adults
CUST0000398367,Mid Market,Young Adults
CUST0000357650,Mid Market,Young Families
CUST0000753352,Less Affluent,Other
CUST0000517718,Mid Market,Other
CUST0000788668,Less Affluent,
CUST0000918462,Up Market,
CUST0000993604,Mid Market,Young Families
CUST0000771292,Up Market,Other
CUST0000255420,Mid Market,Young Adults
CUST0000052887,Up Market,Other
CUST0000708744,unclassified,Young Adults
CUST0000930113,Up Market,Other
CUST0000563509,unclassified,Other
CUST0000595400,Mid Market,Other
CUST0000845855,Up Market,Young Adults
CUST0000773721,Up Market,Older Adults
CUST0000097065,Mid Market,Young Adults
CUST0000147674,Mid Market,Young Adults
CUST0000426698,Less Affluent,Older Adults
CUST0000167244,Less Affluent,
CUST0000301823,Less Affluent,Other
CUST0000794814,Less Affluent,Young Families
CUST0000792811,Up Market,Other
CUST0000753729,Less Affluent,Other
CUST0000379126,Up Market,Other
CUST0000448187,Up Market,
CUST0000392468,Up Market,Other
CUST0000449002,Less Affluent,Older Adults
CUST0000246087,Mid Market,Other
CUST0000663881,Up Market,Young Adults
CUST0000146045,Mid Market,Pensioners
CUST0000534323,Up Market,Other
CUST0000612498,Mid Market,Other
CUST0000573675,Less Affluent,Other
CUST0000261138,unclassified,Other
CUST0000879091,unclassified,Young Families
CUST0000461477,Mid Market,Other
CUST0000884836,Up Market,Other
CUST0000512238,Up Market,Older Adults
CUST0000914466,Up Market,Other
CUST0000862571,Mid Market,Young Adults
CUST0000800237,Mid Market,Other
CUST0000591488,Less Affluent,Other
CUST0000863981,Mid Market,Other
CUST0000126202,Mid Market,Other
CUST0000151471,Mid Market,Other
CUST0000849738,Less Affluent,Young Adults
CUST0000910053,Less Affluent,Other
CUST0000156330,Less Affluent,
CUST0000633060,unclassified,Other
CUST0000485726,Mid Market,Young Families
CUST0000774988,Mid Market,Other
CUST0000547165,Less Affluent,Other
CUST0000989103,Mid Market,Other
CUST0000067605,Mid Market,Other
CUST0000218956,Mid Market,Older Families
CUST0000887225,Less Affluent,Other
CUST0000794691,Mid Market,Older Adults
CUST0000901001,Mid Market,Pensioners
CUST0000882828,Mid Market,Other
CUST0000611481,Mid Market,Other
CUST0000806331,Up Market,Other
CUST0000643410,Less Affluent,Older Families
CUST0000429043,unclassified,Other
CUST0000134243,Up Market,Other
CUST0000800342,Mid Market,
CUST0000227529,unclassified,Other
CUST0000166946,unclassified,Other
CUST0000462451,Less Affluent,Other
CUST0000647000,Mid Market,Other
CUST0000672497,Up Market,Other
CUST0000027371,Less Affluent,Pensioners
CUST0000917476,Mid Market,Older Adults
CUST0000891142,Less Affluent,Older Adults
CUST0000086810,Less Affluent,Other
CUST0000690958,Up Market,Young Adults
CUST0000944250,unclassified,Other
CUST0000213878,Mid Market,Other
CUST0000796072,Mid Market,Older Adults
CUST0000732985,Up Market,Other
CUST0000197720,Up Market,Young Adults
CUST0000283274,Less Affluent,Young Families
CUST0000531435,Up Market,Young Adults
CUST0000591215,Mid Market,Young Adults
CUST0000972049,Mid Market,
CUST0000039024,Mid Market,Young Families
CUST0000234581,unclassified,Other
CUST0000835716,Less Affluent,Young Families
CUST0000147978,Less Affluent,Other
CUST0000956550,Mid Market,Other
CUST0000198651,Up Market,Older Adults
CUST0000374165,Mid Market,Young Families
CUST0000253216,Less Affluent,Young Adults
CUST0000565426,Less Affluent,Other
CUST0000179263,Less Affluent,Young Families
CUST0000013530,Less Affluent,Young Adults
CUST0000787129,Mid Market,
CUST0000190109,unclassified,Young Families
CUST0000731762,Up Market,Pensioners
CUST0000398616,Mid Market,Other
CUST0000284451,Up Market,Older Adults
CUST0000565377,Up Market,Young Adults
CUST0000369681,Up Market,Other
CUST0000195742,Mid Market,Older Adults
CUST0000917793,Mid Market,
CUST0000487160,Up Market,Other
CUST0000517668,unclassified,Other
CUST0000199324,Mid Market,Other
CUST0000274585,Mid Market,Young Adults
CUST0000836708,Up Market,Other
CUST0000579095,Less Affluent,Other
CUST0000912014,Mid Market,Young Adults
CUST0000489666,Mid Market,
CUST0000996036,Mid Market,
CUST0000458484,Up Market,Young Adults
CUST0000835845,Up Market,Other
CUST0000161188,unclassified,Other
CUST0000355428,Less Affluent,Older Adults
CUST0000414522,Less Affluent,Pensioners
CUST0000911359,Mid Market,Young Adults
CUST0000929563,Less Affluent,Young Adults
CUST0000566123,Up Market,
CUST0000538623,Less Affluent,Older Adults
CUST0000370293,Mid Market,Older Adults
CUST0000891442,Less Affluent,Young Families
CUST0000971929,Mid Market,Older Families
CUST0000352048,Up Market,Young Adults
CUST0000672316,Less Affluent,Young Families
CUST0000147472,Mid Market,Young Adults
CUST0000512567,Less Affluent,Other
CUST0000593659,Up Market,Other
CUST0000980244,Less Affluent,Other
CUST0000091796,unclassified,
CUST0000719553,Mid Market,
CUST0000810784,Less Affluent,Young Adults
CUST0000511074,Mid Market,Other
CUST0000963557,Mid Market,Older Families
CUST0000751357,Less Affluent,Older Adults
CUST0000010712,Less Affluent,Older Families
CUST0000901750,Less Affluent,Other
CUST0000252338,Up Market,Young Adults
CUST0000767319,unclassified,Young Adults
CUST0000025657,Mid Market,Pensioners
CUST0000686158,Up Market,Older Adults
CUST0000953189,unclassified,Other
CUST0000046556,Less Affluent,Older Adults
CUST0000610012,Up Market,Other
CUST0000947188,Less Affluent,Other
CUST0000705186,unclassified,Other
CUST0000836042,Mid Market,Young Adults
CUST0000916074,unclassified,Other
CUST0000156219,Up Market,Other
CUST0000389364,Up Market,
CUST0000905666,Mid Market,Young Families
CUST0000883458,unclassified,Other
CUST0000483276,Less Affluent,Other
CUST0000981610,Less Affluent,Pensioners
CUST0000868967,Up Market,Other
CUST0000389986,unclassified,Other
CUST0000255032,unclassified,
CUST0000000679,Mid Market,Other
CUST0000508788,Up Market,Other
CUST0000234209,Mid Market,Other
CUST0000279310,Less Affluent,Young Adults
CUST0000843968,Less Affluent,Pensioners
CUST0000703243,Less Affluent,
CUST0000473440,unclassified,Older Families
CUST0000199032,Less Affluent,Other
CUST0000151651,Mid Market,Young Families
